id_produto;produto;departamento;tipo_produto; custo_produto ; preco_produto 
6811356148;Patch Bordado Coringa Why So Serious;Patch;Bordado; 1,60 ; 9,99 
6811356716;Patch Bordado Bandeira Pernambuco;Patch;Bordado; 1,60 ; 9,99 
6811357950;Patch Bordado Funcao Engenheiro;Patch;Bordado; 1,60 ; 9,99 
6811362896;Patch bordado Águia Head;Patch;bordado; 1,60 ; 9,99 
6811362981;Patch Bordado Cowboy Skull Shotgun;Patch;Bordado; 1,60 ; 9,99 
6811355706;Patch Bordado CAT;Patch;Bordado; 1,60 ; 9,99 
6811359238;Patch bordado Eu Faco o Meu Caminho;Patch;bordado; 1,60 ; 9,99 
10166240037;Patch Bordado Tipo Sanguineo Padrao RUE;Patch;Bordado; 1,60 ; 9,99 
6811363206;Patch Bordado Palhaco Furioso Angry Clown;Patch;Bordado; 1,60 ; 9,99 
6811359546;Patch Bordado Caveira de Espadas;Patch;Bordado; 1,60 ; 9,99 
6811362381;Patch Bordado Caveira Motociclista;Patch;Bordado; 1,60 ; 9,99 
6977066816;Patch Bordado Numeros Soltos Tan;Patch;Bordado; 1,60 ; 9,99 
6977066816;Patch Bordado Numeros Soltos Tan;Patch;Bordado; 1,60 ; 9,99 
6811353705;Patch Bordado Bandeira Do Rio Grande do Sul;Patch;Bordado; 1,60 ; 9,99 
6811364924;Patch Emborrachado Punisher;Patch;Emborrachado; 3,85 ; 14,90 
6811353616;Patch Bordado 1a. Divisao de Cavalaria Aerotransportada - EUA;Patch;Bordado; 1,60 ; 9,99 
6811354872;Patch Bordado Brazilian Veteran | Veterano brasileiro;Patch;Bordado; 1,60 ; 9,99 
8746484882;Patch emborrachado já temos a Forma;Patch;Emborrachado; 3,85 ; 14,90 
6811353583;Patch Bordado Glock - Certified Armorer;Patch;Bordado; 1,60 ; 9,99 
6811365596;Patch Emborrachado IPSC - Tiro Prático;Patch;Emborrachado; 3,85 ; 14,90 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
9285157696;Patch Emborrachado Personalizado 7 cm Gigante Brasileiro;Patch;Emborrachado; 3,85 ; 14,90 
10067153417;Patch Bordado Armeiro NCP 1 GBB;Patch;Bordado; 1,60 ; 9,99 
7898708915;Patch Emborrachado Personalizado 7 cm;Patch;Emborrachado; 3,85 ; 14,90 
6811364939;Patch Emborrachado Eagle Patches;Patch;Emborrachado; 3,85 ; 14,90 
7129586332;Patch Emborrachado Personalizado 9cm;Patch;Emborrachado; 3,85 ; 14,90 
6829205274;Patch Bordado Personalizado  - 8 cm;Patch;Bordado; 1,60 ; 9,99 
6829205274;Patch Bordado Personalizado  - 8 cm;Patch;Bordado; 1,60 ; 9,99 
6859318122;Patch Bordado Personalizado com Programacao Gratuita - 8 cm;Patch;Bordado; 1,60 ; 9,99 
8734266721;Patch Bordado Armeiro NCP 3 AEG E AEPS- GBB -SNIPER;Patch;Bordado; 1,60 ; 9,99 
7015332319;Patch Bordado Para Colete Operador Preto;Patch;Bordado; 1,60 ; 9,99 
6811357620;Patch Bordado Punisher - Justiceiro (Face);Patch;Bordado; 1,60 ; 9,99 
7918633963;Patch Digital  7 cm;Patch;Digital; 2,20 ; 7,99 
6811364906;Patch Emborrachado Luva - Dedo do Meio TAM;Patch;Emborrachado; 3,85 ; 14,90 
6811353734;Patch Bordado I m too old for this shit;Patch;Bordado; 1,60 ; 9,99 
6811354786;Patch Bordado Bad Example;Patch;Bordado; 1,60 ; 9,99 
6811353578;Patch Bordado I Dont Discriminate;Patch;Bordado; 1,60 ; 9,99 
6811363747;Patch Bordado Spartan - Molon Labe;Patch;Bordado; 1,60 ; 9,99 
6811356837;Patch Bordado Expresso 72 Virgens;Patch;Bordado; 1,60 ; 9,99 
8110811675;Patch Digital My Name is Baba Yaga-John Wick;Patch;Digital; 2,20 ; 7,99 
8149224696;Patch Bordado Forts Fortuna Adiuvat-John Wick;Patch;Bordado; 1,60 ; 9,99 
8110811673;Patch Bordado Tarja Baba Yaga-John Wick;Patch;Bordado; 1,60 ; 9,99 
6811364906;Patch Emborrachado Luva - Dedo do Meio TAM;Patch;Emborrachado; 3,85 ; 14,90 
10191419976;Patch Emborrachado Luva - Dedo do Meio PRETO;Patch;Emborrachado; 3,85 ; 14,90 
6811364915;Patch Emborrachado Cruz Vermelha - Medico;Patch;Emborrachado; 3,85 ; 14,90 
9892383302;Patch Emborrachado Tipo Sanguineo A+  cor preto e branco;Patch;Emborrachado; 3,85 ; 14,90 
9718812911;Patch Emborrachado Liga Atirador CINZA;Patch;Emborrachado; 3,85 ; 14,90 
10191572705;Patch Emborrachado Liga Atirador COLORIDO;Patch;Emborrachado; 3,85 ; 14,90 
6811355939;Patch Bordado K 9;Patch;Bordado; 1,60 ; 9,99 
6811356687;Patch Bordado K9 Footprint;Patch;Bordado; 1,60 ; 9,99 
6811360453;Patch Bordado One Ass To Risk 1*;Patch;Bordado; 1,60 ; 9,99 
6811359613;Patch Bordado Dont Tread On Me;Patch;Bordado; 1,60 ; 9,99 
6811364939;Patch Emborrachado Eagle Patches;Patch;Emborrachado; 3,85 ; 14,90 
6811357099;Patch Bordado FAB - Esquadrilha da Fumaca;Patch;Bordado; 1,60 ; 9,99 
6811357803;Patch Bordado Senta a Pua - FEB;Patch;Bordado; 1,60 ; 9,99 
10198650534;Patch Bordado Brasil Punisher;Patch;Bordado; 1,60 ; 9,99 
6811359396;Patch Bordado Bandeira do Paraná;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811364906;Patch Emborrachado Luva - Dedo do Meio TAM;Patch;Emborrachado; 3,85 ; 14,90 
6811357677;Patch Bordado Devil Inside;Patch;Bordado; 1,60 ; 9,99 
6811364955;Patch Emborrachado Ak-47;Patch;Emborrachado; 3,85 ; 14,90 
6811354831;Patch Bordado Briguem desgracados;Patch;Bordado; 1,60 ; 9,99 
6811364931;Patch Emborrachado Bandeira Rio Grande do Sul COLORIDO;Patch;Emborrachado; 3,85 ; 14,90 
6811364878;Patch Emborrachado Tipo Sanguineo Cinza;Patch;Emborrachado; 3,85 ; 14,90 
6811364886;Patch Emborrachado Caveira Negra;Patch;Emborrachado; 3,85 ; 14,90 
9151137429;Patch Bordado Personalizado  - 6 cm;Patch;Bordado; 1,60 ; 9,99 
6829205274;Patch Bordado Personalizado  - 8 cm;Patch;Bordado; 1,60 ; 9,99 
6811357655;Patch Bordado Star Wars Coffee;Patch;Bordado; 1,60 ; 9,99 
6811360494;Patch Bordado Star Wars Mandalorian Emblem Preto;Patch;Bordado; 1,60 ; 9,99 
6811361488;Patch Bordado Star Wars - Rebel Alliance;Patch;Bordado; 1,60 ; 9,99 
8626028785;Patch Bordado I LOVE COFFEE;Patch;Bordado; 1,60 ; 9,99 
6811362425;Patch Bordado Eagle Patches;Patch;Bordado; 1,60 ; 9,99 
10200590754;Patch Bordado para Colete Personalizado PRETO;Patch;Bordado; 1,60 ; 9,99 
6811358773;Patch Bordado Us Army;Patch;Bordado; 1,60 ; 9,99 
6811365437;Patch Emborrachado Krytac;Patch;Emborrachado; 3,85 ; 14,90 
6923617694;Patch Digital  8 cm;Patch;Digital; 2,20 ; 7,99 
6923617694;Patch Digital  8 cm;Patch;Digital; 2,20 ; 7,99 
6923617694;Patch Digital  8 cm;Patch;Digital; 2,20 ; 7,99 
8226357756;Patch Digital  10 cm;Patch;Digital; 2,20 ; 7,99 
6923617694;Patch Digital  8 cm;Patch;Digital; 2,20 ; 7,99 
6811364955;Patch Emborrachado Ak-47;Patch;Emborrachado; 3,85 ; 14,90 
6811358700;Patch Bordado Sheriff Rick Grimes The Walking Dead;Patch;Bordado; 1,60 ; 9,99 
6811354936;Patch Bordado Shotgun 12;Patch;Bordado; 1,60 ; 9,99 
6811362425;Patch Bordado Eagle Patches;Patch;Bordado; 1,60 ; 9,99 
6811356705;Patch Bordado FEB (Forca Expedicionária do brasil) WW2;Patch;Bordado; 1,60 ; 9,99 
6811355004;Patch Bordado FEB - Brasucas;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811359556;Patch Bordado Chairborne;Patch;Bordado; 1,60 ; 9,99 
6811358687;Patch Bordado Perdidao;Patch;Bordado; 1,60 ; 9,99 
6811361333;Patch Bordado Militaires Sans Frontieres;Patch;Bordado; 1,60 ; 9,99 
6811365453;Patch Bordado Acao Antifascista;Patch;Bordado; 1,60 ; 9,99 
6811353803;Patch Bordado Mutley;Patch;Bordado; 1,60 ; 9,99 
6811354869;Patch Bordado Funcao Forcas Especiais ;Patch;Bordado; 1,60 ; 9,99 
6811362760;Kit Plus Motociclista - Patches Personalizados para colete com Programacao GRATUITA;Kit Plus;Kit Plus; 41,00 ; 129,00 
6811356900;Patch Bordado Bandeira de Distrito Federal;Patch;Bordado; 1,60 ; 9,99 
8226261535;Patch Bordado Bandeira Brasil colorida;Patch;Bordado; 1,60 ; 9,99 
6811365429;Patch Emborrachado Bandeira do Brasil COLORIDA;Patch;Emborrachado; 3,85 ; 14,90 
6811364911;Patch Emborrachado Bombeiro Profissional Civil;Patch;Emborrachado; 3,85 ; 14,90 
6811365434;Patch Emborrachado Brasao Armas do Brasil;Patch;Emborrachado; 3,85 ; 14,90 
6811365596;Patch Emborrachado IPSC - Tiro Prático;Patch;Emborrachado; 3,85 ; 14,90 
6811364949;Patch Emborrachado One ass to risk;Patch;Emborrachado; 3,85 ; 14,90 
6811364944;Patch Emborrachado YouTube;Patch;Emborrachado; 3,85 ; 14,90 
6811362968;Patch Bordado Para Colete Instrutor;Patch;Bordado; 1,60 ; 9,99 
6811361265;Patch Bordado Jedi Order;Patch;Bordado; 1,60 ; 9,99 
6811361488;Patch Bordado Star Wars - Rebel Alliance;Patch;Bordado; 1,60 ; 9,99 
6811354992;Patch Bordado Mergulhador;Patch;Bordado; 1,60 ; 9,99 
6811357620;Patch Bordado Punisher - Justiceiro (Face);Patch;Bordado; 1,60 ; 9,99 
10217020937;Patch Bordado Call of Duty - MW;Patch;Bordado; 1,60 ; 9,99 
6811361462;Patch Bordado PlayStation;Patch;Bordado; 1,60 ; 9,99 
6811355879;Patch Bordado Escudo Capitao America;Patch;Bordado; 1,60 ; 9,99 
8746484882;Patch emborrachado já temos a Forma;Patch;Emborrachado; 3,85 ; 14,90 
7701222932;Patch Bordado Soutache personalizado;Patch;Bordado; 1,60 ; 9,99 
9009243491;Patch Emborrachado Numeros Pretos;Patch;Emborrachado; 3,85 ; 14,90 
6829205274;Patch Bordado Personalizado  - 8 cm;Patch;Bordado; 1,60 ; 9,99 
6861667593;Patch Bordado Identificacao de Capacete Personalizado;Patch;Bordado; 1,60 ; 9,99 
6811362432;Patch Bordado Bolsonaro - Mito;Patch;Bordado; 1,60 ; 9,99 
6811364897;Patch Emborrachado Jolly Roger;Patch;Emborrachado; 3,85 ; 14,90 
6811364924;Patch Emborrachado Punisher;Patch;Emborrachado; 3,85 ; 14,90 
6811362245;Patch bordado KIT IN ODIN WE TRUST;Patch;bordado; 1,60 ; 9,99 
9259863169;Patch Bordado O Exterminador do Futuro - HASTA LA VISTA, BABY;Patch;Bordado; 1,60 ; 9,99 
9384843063;Patch Bordado Chris Kyle The - Legend;Patch;Bordado; 1,60 ; 9,99 
9945824228;Patch Bordado Seals - The Only Easy Day;Patch;Bordado; 1,60 ; 9,99 
6811355035;Patch Bordado Bandeira Alemanha;Patch;Bordado; 1,60 ; 9,99 
6811359265;Patch bordado Bandeira Japao;Patch;bordado; 1,60 ; 9,99 
6811354093;Patch Bordado Bandeira Iraque;Patch;Bordado; 1,60 ; 9,99 
6811355716;Patch Bordado Israel Flag;Patch;Bordado; 1,60 ; 9,99 
6811356705;Patch Bordado FEB (Forca Expedicionária do brasil) WW2;Patch;Bordado; 1,60 ; 9,99 
6811364944;Patch Emborrachado YouTube;Patch;Emborrachado; 3,85 ; 14,90 
7275113722;Patch Emborrachado Personalizado 8 cm;Patch;Emborrachado; 3,85 ; 14,90 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811358520;Patch Bordado Funcao Medico;Patch;Bordado; 1,60 ; 9,99 
6811358611;Patch bordado Tarja Sniper;Patch;bordado; 1,60 ; 9,99 
6811357920;Patch Bordado Caveira Sniper;Patch;Bordado; 1,60 ; 9,99 
6811360453;Patch Bordado One Ass To Risk 1*;Patch;Bordado; 1,60 ; 9,99 
6811359448;Patch Bordado Arco-iris;Patch;Bordado; 1,60 ; 9,99 
6811357090;Patch Bordado Duff;Patch;Bordado; 1,60 ; 9,99 
6811354732;Patch Bordado Hello Kitty - Templária;Patch;Bordado; 1,60 ; 9,99 
6811354791;Patch Bordado Let Your Spirit Soar;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811358781;Patch Bordado FEB - 70 Anos;Patch;Bordado; 1,60 ; 9,99 
6811357815;Patch Bordado Viking;Patch;Bordado; 1,60 ; 9,99 
6811356928;Patch Bordado Bandeira Do Brasil Tática;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811362294;Patch Bordado Fake News;Patch;Bordado; 1,60 ; 9,99 
6811360070;Patch Bordado Manicaca / Meia Lua Personalizado;Patch;Bordado; 1,60 ; 9,99 
6811364881;Patch Emborrachado Manicaca Assault;Patch;Emborrachado; 3,85 ; 14,90 
6811365437;Patch Emborrachado Krytac;Patch;Emborrachado; 3,85 ; 14,90 
6935117815;Patch Bordado Justiceiro / Punisher preto;Patch;Bordado; 1,60 ; 9,99 
6811355706;Patch Bordado CAT;Patch;Bordado; 1,60 ; 9,99 
6811353442;Patch Bordado Thundercats;Patch;Bordado; 1,60 ; 9,99 
8226357756;Patch Digital  10 cm;Patch;Digital; 2,20 ; 7,99 
6811353768;Patch Bordado Darth Vader;Patch;Bordado; 1,60 ; 9,99 
6811363743;Patch Bordado Reclamador - Avancado;Patch;Bordado; 1,60 ; 9,99 
6811357500;Patch Bordado APH Tático - Atendimento Pre Hospitalar;Patch;Bordado; 1,60 ; 9,99 
6811364915;Patch Emborrachado Cruz Vermelha - Medico;Patch;Emborrachado; 3,85 ; 14,90 
6811357950;Patch Bordado Funcao Engenheiro;Patch;Bordado; 1,60 ; 9,99 
6811365429;Patch Emborrachado Bandeira do Brasil COLORIDA;Patch;Emborrachado; 3,85 ; 14,90 
6811365429;Patch Emborrachado Bandeira do Brasil COLORIDA;Patch;Emborrachado; 3,85 ; 14,90 
6811357950;Patch Bordado Funcao Engenheiro;Patch;Bordado; 1,60 ; 9,99 
6811356860;Patch Bordado Bandeira de Acre;Patch;Bordado; 1,60 ; 9,99 
6811364847;Patch Emborrachado Personalizado 10 cm;Patch;Emborrachado; 3,85 ; 14,90 
6811364871;Patch Emborrachado Tipo Sanguineo Verde;Patch;Emborrachado; 3,85 ; 14,90 
6811362736;Patch Bordado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811364897;Patch Emborrachado Jolly Roger;Patch;Emborrachado; 3,85 ; 14,90 
6811359584;Patch Bordado Contractor - PMC;Patch;Bordado; 1,60 ; 9,99 
6811357880;Patch Bordado Coracao do Brasil - FEB;Patch;Bordado; 1,60 ; 9,99 
6934874306;Patch Bordado Jolly Roger Seals  - Bandeira Pirata;Patch;Bordado; 1,60 ; 9,99 
6811365429;Patch Emborrachado Bandeira do Brasil COLORIDA;Patch;Emborrachado; 3,85 ; 14,90 
6811354831;Patch Bordado Briguem desgracados;Patch;Bordado; 1,60 ; 9,99 
6811358687;Patch Bordado Perdidao;Patch;Bordado; 1,60 ; 9,99 
6811363743;Patch Bordado Reclamador - Avancado;Patch;Bordado; 1,60 ; 9,99 
6905194850;Patch Bordado Liga Airsoft;Patch;Bordado; 1,60 ; 9,99 
6811354669;Patch Bordado Harry Potter Azkaban Prison;Patch;Bordado; 1,60 ; 9,99 
6811360070;Patch Bordado Manicaca / Meia Lua Personalizado;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811357805;Patch Bordado Tactical Rabbit;Patch;Bordado; 1,60 ; 9,99 
6811353829;Patch Bordado Caveira Mexicana;Patch;Bordado; 1,60 ; 9,99 
6811363250;Patch Bordado Smoking Skull Football;Patch;Bordado; 1,60 ; 9,99 
10269088143;Patch Bordado NFL Minnesota Vikings;Patch;Bordado; 1,60 ; 9,99 
10269088159;Patch Bordado Cyberpunk 2077 - Keanu Reeves;Patch;Bordado; 1,60 ; 9,99 
6811360300;Patch Bordado BEEP BOOP Star Wars R2D2;Patch;Bordado; 1,60 ; 9,99 
6811354791;Patch Bordado Let Your Spirit Soar;Patch;Bordado; 1,60 ; 9,99 
6811356928;Patch Bordado Bandeira Do Brasil Tática;Patch;Bordado; 1,60 ; 9,99 
6811362736;Patch Bordado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811356721;Patch Bordado Bandeira Rio de Janeiro - RJ;Patch;Bordado; 1,60 ; 9,99 
6811365624;Patch Bordado Band-Aid;Patch;Bordado; 1,60 ; 9,99 
6811356778;Patch Bordado (Manicaca) Assault;Patch;Bordado; 1,60 ; 9,99 
6811357794;Patch Bordado 3 Caveiras;Patch;Bordado; 1,60 ; 9,99 
6811357813;Patch Bordado A Cobra Fumou-FEB;Patch;Bordado; 1,60 ; 9,99 
6811356928;Patch Bordado Bandeira Do Brasil Tática;Patch;Bordado; 1,60 ; 9,99 
6935117808;Patch Bordado Bota na Conta do Papa;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811357041;Patch Bordado Profissões - Bombeiro Profissional Civil;Patch;Bordado; 1,60 ; 9,99 
6811353542;Patch Bordado Atendimento Pre-Hospitalar - Socorrista;Patch;Bordado; 1,60 ; 9,99 
6811362253;Patch Bordado Dont Tread On Me (Nao Pise em Mim);Patch;Bordado; 1,60 ; 9,99 
10250408510;Patch Bordado Bio Atack;Patch;Bordado; 1,60 ; 9,99 
8746484882;Patch emborrachado já temos a Forma;Patch;Emborrachado; 3,85 ; 14,90 
8255805782;Patch Bordado Personalizado 7 cm;Patch;Bordado; 1,60 ; 9,99 
7275113722;Patch Emborrachado Personalizado 8 cm;Patch;Emborrachado; 3,85 ; 14,90 
6811364911;Patch Emborrachado Bombeiro Profissional Civil;Patch;Emborrachado; 3,85 ; 14,90 
6811365453;Patch Bordado Acao Antifascista;Patch;Bordado; 1,60 ; 9,99 
6811360070;Patch Bordado Manicaca / Meia Lua Personalizado;Patch;Bordado; 1,60 ; 9,99 
6811360014;Patch Bordado Personalizado com Programacao Gratuita - 9 cm;Patch;Bordado; 1,60 ; 9,99 
10261977623;Patch  Kit Emborrachado Bioma Invictus 7 itens;Kit Patch Emborrachado;Kit Patch Emborrachado; 21,00 ; 139,00 
9898056117;Kit Motociclistas Digital;Kit Basico;Kit Basico; 35,00 ; 99,00 
10269112358;Patch Bordado Navy Seals;Patch;Bordado; 1,60 ; 9,99 
6811364906;Patch Emborrachado Luva - Dedo do Meio TAM;Patch;Emborrachado; 3,85 ; 14,90 
6811364906;Patch Emborrachado Luva - Dedo do Meio TAM;Patch;Emborrachado; 3,85 ; 14,90 
6811356037;Patch Bordado US Army - Delta Force;Patch;Bordado; 1,60 ; 9,99 
6811355974;Patch Bordado Forcas Especiais - Spetsnaz;Patch;Bordado; 1,60 ; 9,99 
6977021859;Patch Bordado AK Spetsnaz;Patch;Bordado; 1,60 ; 9,99 
6811359592;Patch Bordado De Volta Para o Futuro - DMC-12;Patch;Bordado; 1,60 ; 9,99 
6811360544;Patch Bordado Escudo Troopers Star Wars;Patch;Bordado; 1,60 ; 9,99 
6811360372;Patch Bordado First Order symbol Star Wars;Patch;Bordado; 1,60 ; 9,99 
6811360272;Patch Bordado Guerreiro do primeiro esquadrao Star Wars;Patch;Bordado; 1,60 ; 9,99 
6811364883;Patch Emborrachado Capacete StormTrooper;Patch;Emborrachado; 3,85 ; 14,90 
6811360429;Patch Bordado Millennium Falcon Star Wars;Patch;Bordado; 1,60 ; 9,99 
6811360411;Patch Bordado Jedi Star Wars;Patch;Bordado; 1,60 ; 9,99 
6811360300;Patch Bordado BEEP BOOP Star Wars R2D2;Patch;Bordado; 1,60 ; 9,99 
6811360334;Patch Bordado capacete piloto nave X-Wing Star Wars;Patch;Bordado; 1,60 ; 9,99 
6811356177;Patch Bordado Mario Bros;Patch;Bordado; 1,60 ; 9,99 
6811357038;Patch Bordado Profissões - Brigada de Incendio;Patch;Bordado; 1,60 ; 9,99 
6811360057;Patch Bordado Soutache Personalizado Tipo Sanguineo;Patch;Bordado; 1,60 ; 9,99 
6811360277;Patch Bordado Star Wars Coffee - Yoda;Patch;Bordado; 1,60 ; 9,99 
6811358332;Patch Bordado Funcao Assault;Patch;Bordado; 1,60 ; 9,99 
6811358671;Patch Bordado Granada Caveira;Patch;Bordado; 1,60 ; 9,99 
